Jenis_Rumah,Lokasi,Kamar_Tidur,Kamar_Mandi,Garasi,Luas_Tanah,Luas_Bangunan,Harga_Rumah
Rumah,"Tembalang, Semarang",2,1,1,60,30," 300,000,000 "
Rumah,"Semarang Timur, Semarang",2,1,1,65,30," 300,000,000 "
Rumah,"Gunung Pati, Semarang",2,1,1,120,32," 300,000,000 "
Rumah,"Genuk, Semarang",2,1,1,60,36," 300,000,000 "
Rumah,"Tembalang, Semarang",2,1,1,72,36," 300,000,000 "
Rumah,"Pedurungan, Semarang",2,1,1,84,36," 300,000,000 "
Rumah,"Mijen, Semarang",2,1,1,120,36," 300,000,000 "
Rumah,"Gunung Pati, Semarang",2,1,1,120,36," 300,000,000 "
Rumah,"Semarang Barat, Semarang",2,1,1,126,36," 300,000,000 "
Rumah,"Banyumanik, Semarang",2,1,1,91,38," 300,000,000 "
Rumah,"Tembalang, Semarang",2,1,1,60,40," 300,000,000 "
Rumah,"Tembalang, Semarang",2,1,1,72,45," 300,000,000 "
Rumah,"Gunung Pati, Semarang",2,1,2,122,45," 300,000,000 "
Rumah,"Gunung Pati, Semarang",2,1,1,122,45," 300,000,000 "
Rumah,"Semarang Tengah, Semarang",2,2,1,55,60," 300,000,000 "
Rumah,"Genuk, Semarang",2,1,1,72,60," 300,000,000 "
Rumah,"Genuk, Semarang",2,2,1,72,60," 300,000,000 "
Rumah,"Mijen, Semarang",2,1,1,120,60," 300,000,000 "
Rumah,"Semarang Timur, Semarang",2,1,1,66,66," 300,000,000 "
Rumah,"Tembalang, Semarang",2,1,1,65,70," 300,000,000 "
Rumah,"Genuk, Semarang",2,1,1,72,72," 300,000,000 "
Rumah,"Ngaliyan, Semarang",2,1,1,72,72," 300,000,000 "
Rumah,"Mijen, Semarang",2,1,1,72,72," 300,000,000 "
Rumah,"Genuk, Semarang",2,1,1,98,72," 300,000,000 "
Rumah,"Mijen, Semarang",3,1,1,121,72," 300,000,000 "
Rumah,"Gunung Pati, Semarang",3,1,1,74,74," 300,000,000 "
Rumah,"Mijen, Semarang",2,2,1,96,80," 300,000,000 "
Rumah,"Pedurungan, Semarang",2,1,1,82,82," 300,000,000 "
Rumah,"Tugu, Semarang",4,2,1,88,88," 300,000,000 "
Rumah,"Ngaliyan, Semarang",2,1,1,89,89," 300,000,000 "
Rumah,"Pedurungan, Semarang",3,2,1,60,100," 300,000,000 "
Rumah,"Gayamsari, Semarang",4,1,1,110,110," 300,000,000 "
Rumah,"Ngaliyan, Semarang",3,1,1,112,112," 300,000,000 "
Rumah,"Gunung Pati, Semarang",2,1,1,32,120," 300,000,000 "
Rumah,"Tembalang, Semarang",2,1,1,72,36," 310,000,000 "
Rumah,"Semarang Timur, Semarang",2,1,1,73,45," 310,000,000 "
Rumah,"Genuk, Semarang",2,1,1,76,76," 310,000,000 "
Rumah,"Pedurungan, Semarang",2,1,1,66,36," 315,000,000 "
Rumah,"Pedurungan, Semarang",2,1,1,66,39," 315,000,000 "
Rumah,"Pedurungan, Semarang",2,1,1,70,45," 315,000,000 "
Rumah,"Gunung Pati, Semarang",2,1,1,72,30," 320,000,000 "
Rumah,"Semarang Barat, Semarang",2,1,1,72,30," 320,000,000 "
Rumah,"Gunung Pati, Semarang",2,1,1,120,36," 320,000,000 "
Rumah,"Semarang Timur, Semarang",3,2,1,60,44," 320,000,000 "
Rumah,"Banyumanik, Semarang",2,1,1,67,50," 320,000,000 "
Rumah,"Semarang Barat, Semarang",2,1,1,65,65," 320,000,000 "
Rumah,"Pedurungan, Semarang",2,1,1,84,84," 320,000,000 "
Rumah,"Semarang Tengah, Semarang",3,1,1,100,90," 320,000,000 "
Rumah,"Mijen, Semarang",2,1,1,60,106," 320,000,000 "
Rumah,"Mijen, Semarang",2,1,1,60,108," 320,000,000 "
Rumah,"Gunung Pati, Semarang",2,1,1,120,32," 325,000,000 "
Rumah,"Gajah Mungkur, Semarang",2,1,1,120,32," 325,000,000 "
Rumah,"Pedurungan, Semarang",2,1,1,60,36," 325,000,000 "
Rumah,"Semarang Timur, Semarang",2,1,1,60,36," 325,000,000 "
Rumah,"Semarang Timur, Semarang",2,1,1,66,36," 325,000,000 "
Rumah,"Genuk, Semarang",2,1,1,70,36," 325,000,000 "
Rumah,"Mijen, Semarang",2,1,1,120,36," 325,000,000 "
Rumah,"Pedurungan, Semarang",2,1,1,69,40," 325,000,000 "
Rumah,"Genuk, Semarang",2,1,1,70,40," 325,000,000 "
Rumah,"Pedurungan, Semarang",2,1,1,78,45," 325,000,000 "
Rumah,"Banyumanik, Semarang",2,1,1,66,46," 325,000,000 "
Rumah,"Mijen, Semarang",2,1,1,72,54," 325,000,000 "
Rumah,"Semarang Timur, Semarang",3,1,1,83,65," 325,000,000 "
Rumah,"Pedurungan, Semarang",2,1,1,77,70," 325,000,000 "
Rumah,"Semarang Timur, Semarang",3,2,1,123,70," 325,000,000 "
Rumah,"Gayamsari, Semarang",2,1,1,72,72," 325,000,000 "
Rumah,"Semarang Timur, Semarang",5,5,1,79,79," 325,000,000 "
Rumah,"Pedurungan, Semarang",2,1,1,90,90," 325,000,000 "
Rumah,"Genuk, Semarang",2,1,1,71,36," 326,000,000 "
Rumah,"Tembalang, Semarang",2,1,1,60,36," 329,000,000 "
Rumah,"Mijen, Semarang",2,1,1,72,36," 330,000,000 "
Rumah,"Gunung Pati, Semarang",2,1,1,120,36," 330,000,000 "
Rumah,"Pedurungan, Semarang",2,1,1,72,45," 330,000,000 "
Rumah,"Semarang Barat, Semarang",2,1,1,120,45," 330,000,000 "
Rumah,"Semarang Timur, Semarang",2,1,1,82,52," 330,000,000 "
Rumah,"Genuk, Semarang",3,2,1,69,100," 330,000,000 "
Rumah,"Genuk, Semarang",3,1,1,86,100," 330,000,000 "
Rumah,"Tembalang, Semarang",2,1,1,68,36," 335,000,000 "
Rumah,"Semarang Selatan, Semarang",2,1,1,71,36," 335,000,000 "
Rumah,"Banyumanik, Semarang",2,1,1,72,36," 335,000,000 "
Rumah,"Banyumanik, Semarang",2,1,1,79,36," 335,000,000 "
Rumah,"Gunung Pati, Semarang",2,1,2,120,36," 335,000,000 "
Rumah,"Mijen, Semarang",2,1,1,120,36," 335,000,000 "
Rumah,"Gunung Pati, Semarang",2,1,1,120,36," 335,000,000 "
Rumah,"Ngaliyan, Semarang",2,1,1,60,42," 335,000,000 "
Rumah,"Semarang Timur, Semarang",2,1,1,78,48," 335,000,000 "
Rumah,"Gayamsari, Semarang",2,1,1,60,60," 335,000,000 "
Rumah,"Gunung Pati, Semarang",3,2,1,120,60," 335,000,000 "
Rumah,"Tembalang, Semarang",2,1,1,72,65," 335,000,000 "
Rumah,"Tembalang, Semarang",2,1,1,74,36," 336,000,000 "
Rumah,"Tembalang, Semarang",2,1,1,60,36," 340,000,000 "
Rumah,"Banyumanik, Semarang",2,1,1,66,36," 340,000,000 "
Rumah,"Tembalang, Semarang",2,1,1,72,45," 340,000,000 "
Rumah,"Pedurungan, Semarang",2,1,1,80,45," 340,000,000 "
Rumah,"Pedurungan, Semarang",2,1,1,85,45," 340,000,000 "
Rumah,"Gunung Pati, Semarang",2,1,1,120,49," 340,000,000 "
Rumah,"Tembalang, Semarang",2,1,1,60,50," 340,000,000 "
Rumah,"Pedurungan, Semarang",2,1,1,70,70," 340,000,000 "
Rumah,"Ngaliyan, Semarang",3,2,1,60,90," 340,000,000 "
Rumah,"Pedurungan, Semarang",2,1,1,90,90," 340,000,000 "
Rumah,"Pedurungan, Semarang",2,1,1,85,45," 341,000,000 "
Rumah,"Banyumanik, Semarang",2,1,1,66,36," 345,000,000 "
Rumah,"Gunung Pati, Semarang",2,1,1,120,36," 345,000,000 "
Rumah,"Gunung Pati, Semarang",2,1,2,120,36," 345,000,000 "
Rumah,"Semarang Timur, Semarang",2,1,1,72,45," 345,000,000 "
Rumah,"Gunung Pati, Semarang",2,1,2,120,45," 345,000,000 "
Rumah,"Pedurungan, Semarang",3,1,1,77,77," 345,000,000 "
Rumah,"Banyumanik, Semarang",2,1,1,68,43," 349,000,000 "
Rumah,"Banyumanik, Semarang",2,1,1,43,68," 349,000,000 "
Rumah,"Semarang Timur, Semarang",2,1,1,62,30," 350,000,000 "
Rumah,"Semarang Timur, Semarang",2,1,1,65,30," 350,000,000 "
Rumah,"Banyumanik, Semarang",3,1,1,60,35," 350,000,000 "
Rumah,"Tembalang, Semarang",2,1,1,60,36," 350,000,000 "
Rumah,"Tembalang, Semarang",2,1,2,60,36," 350,000,000 "
Rumah,"Banyumanik, Semarang",2,1,1,61,36," 350,000,000 "
Rumah,"Banyumanik, Semarang",2,1,1,66,36," 350,000,000 "
Rumah,"Banyumanik, Semarang",2,1,1,70,36," 350,000,000 "
Rumah,"Tembalang, Semarang",2,1,1,72,36," 350,000,000 "
Rumah,"Gunung Pati, Semarang",2,1,1,120,36," 350,000,000 "
Rumah,"Mijen, Semarang",2,1,1,126,36," 350,000,000 "
Rumah,"Pedurungan, Semarang",2,1,1,71,38," 350,000,000 "
Rumah,"Banyumanik, Semarang",2,1,1,91,38," 350,000,000 "
Rumah,"Semarang Timur, Semarang",2,2,1,28,40," 350,000,000 "
Rumah,"Banyumanik, Semarang",2,1,1,68,40," 350,000,000 "
Rumah,"Gunung Pati, Semarang",2,1,2,120,40," 350,000,000 "
Rumah,"Banyumanik, Semarang",2,1,1,66,41," 350,000,000 "
Rumah,"Banyumanik, Semarang",2,1,1,60,42," 350,000,000 "
Rumah,"Ngaliyan, Semarang",2,1,1,124,42," 350,000,000 "
Rumah Featured,"Banyumanik, Semarang",2,1,1,65,43," 350,000,000 "
Rumah,"Banyumanik, Semarang",2,1,1,68,43," 350,000,000 "
Rumah,"Mijen, Semarang",2,1,1,60,45," 350,000,000 "
Rumah,"Banyumanik, Semarang",2,1,1,68,45," 350,000,000 "
Rumah,"Gunung Pati, Semarang",2,1,1,120,45," 350,000,000 "
Rumah,"Gunung Pati, Semarang",3,1,1,120,45," 350,000,000 "
Rumah,"Pedurungan, Semarang",2,1,1,60,60," 350,000,000 "
Rumah,"Ngaliyan, Semarang",2,1,1,60,60," 350,000,000 "
Rumah,"Banyumanik, Semarang",3,2,1,60,60," 350,000,000 "
Rumah,"Pedurungan, Semarang",2,1,1,82,60," 350,000,000 "
Rumah,"Pedurungan, Semarang",2,1,1,62,62," 350,000,000 "
Rumah,"Pedurungan, Semarang",2,1,1,63,63," 350,000,000 "
Rumah,"Semarang Timur, Semarang",2,1,1,63,63," 350,000,000 "
Rumah,"Genuk, Semarang",2,1,1,64,64," 350,000,000 "
Rumah,"Genuk, Semarang",2,1,1,65,65," 350,000,000 "
Rumah,"Tembalang, Semarang",3,1,1,72,65," 350,000,000 "
Rumah,"Semarang Timur, Semarang",3,1,1,72,65," 350,000,000 "
Rumah,"Gayamsari, Semarang",2,1,1,66,66," 350,000,000 "
Rumah,"Banyumanik, Semarang",3,1,1,70,70," 350,000,000 "
Rumah,"Gunung Pati, Semarang",2,1,1,72,70," 350,000,000 "
Rumah,"Pedurungan, Semarang",3,1,1,72,70," 350,000,000 "
Rumah,"Gunung Pati, Semarang",2,1,1,72,72," 350,000,000 "
Rumah,"Ngaliyan, Semarang",2,1,1,72,72," 350,000,000 "
Rumah,"Pedurungan, Semarang",2,1,1,72,72," 350,000,000 "
Rumah,"Pedurungan, Semarang",3,1,1,90,72," 350,000,000 "
Rumah,"Pedurungan, Semarang",3,1,1,96,72," 350,000,000 "
Rumah,"Semarang Timur, Semarang",2,1,1,76,76," 350,000,000 "
Rumah,"Ngaliyan, Semarang",2,1,1,89,80," 350,000,000 "
Rumah,"Banyumanik, Semarang",2,1,1,84,84," 350,000,000 "
Rumah,"Pedurungan, Semarang",3,1,1,60,90," 350,000,000 "
Rumah Featured,"Ngaliyan, Semarang",3,1,1,90,90," 350,000,000 "
Rumah,"Semarang Selatan, Semarang",4,1,1,90,90," 350,000,000 "
Rumah,"Semarang Tengah, Semarang",2,1,1,100,90," 350,000,000 "
Rumah,"Banyumanik, Semarang",2,1,1,96,96," 350,000,000 "
Rumah,"Ngaliyan, Semarang",2,1,1,139,100," 350,000,000 "
Rumah,"Gunung Pati, Semarang",3,1,1,215,100," 350,000,000 "
Rumah,"Genuk, Semarang",3,1,1,123,115," 350,000,000 "
Rumah,"Mijen, Semarang",4,2,1,118,118," 350,000,000 "
Rumah,"Ngaliyan, Semarang",3,1,1,130,120," 350,000,000 "
Rumah,"Mijen, Semarang",3,1,2,130,130," 350,000,000 "
Rumah,"Semarang Timur, Semarang",3,1,1,90,135," 350,000,000 "
Rumah,"Pedurungan, Semarang",2,1,1,210,150," 350,000,000 "
Rumah,"Gunung Pati, Semarang",3,1,1,80,160," 350,000,000 "
Rumah,"Gunung Pati, Semarang",2,1,2,120,36," 354,000,000 "
Rumah,"Gunung Pati, Semarang",2,1,1,120,36," 354,000,000 "
Rumah,"Banyumanik, Semarang",2,1,1,60,36," 355,000,000 "
Rumah,"Gunung Pati, Semarang",2,1,1,120,36," 355,000,000 "
Rumah,"Semarang Timur, Semarang",2,1,2,73,41," 355,000,000 "
Rumah,"Banyumanik, Semarang",2,1,1,42,60," 355,000,000 "
Rumah,"Genuk, Semarang",2,1,1,80,80," 355,000,000 "
Rumah,"Banyumanik, Semarang",3,2,1,98,98," 355,000,000 "
Rumah,"Banyumanik, Semarang",2,2,1,105,105," 358,000,000 "
Rumah,"Mijen, Semarang",2,1,1,120,36," 359,000,000 "
Rumah,"Pedurungan, Semarang",2,1,1,72,36," 360,000,000 "
Rumah,"Tembalang, Semarang",2,1,1,72,36," 360,000,000 "
Rumah,"Gunung Pati, Semarang",2,1,1,94,36," 360,000,000 "
Rumah,"Mijen, Semarang",2,1,1,120,36," 360,000,000 "
Rumah,"Gunung Pati, Semarang",2,1,1,94,38," 360,000,000 "
Rumah,"Banyumanik, Semarang",2,1,1,60,40," 360,000,000 "
Rumah,"Genuk, Semarang",2,1,1,64,45," 360,000,000 "
Rumah,"Tembalang, Semarang",2,1,1,72,45," 360,000,000 "
Rumah,"Pedurungan, Semarang",2,1,1,78,47," 360,000,000 "
Rumah,"Tembalang, Semarang",2,1,1,120,50," 360,000,000 "
Rumah,"Pedurungan, Semarang",2,1,1,72,60," 360,000,000 "
Rumah,"Pedurungan, Semarang",2,1,1,72,61," 360,000,000 "
Rumah,"Genuk, Semarang",3,2,1,60,72," 360,000,000 "
Rumah,"Tembalang, Semarang",2,1,1,72,72," 360,000,000 "
Rumah,"Tembalang, Semarang",3,3,1,60,90," 360,000,000 "
Rumah,"Gunung Pati, Semarang",2,1,1,38,98," 360,000,000 "
Rumah,"Mijen, Semarang",2,1,1,120,43," 361,000,000 "
Rumah,"Gunung Pati, Semarang",2,1,1,38,94," 364,000,000 "
Rumah,"Tembalang, Semarang",2,1,1,75,35," 365,000,000 "
Rumah,"Tembalang, Semarang",2,1,1,60,36," 365,000,000 "
Rumah,"Gunung Pati, Semarang",2,1,1,98,36," 365,000,000 "
Rumah,"Semarang Barat, Semarang",2,1,1,120,36," 365,000,000 "
Rumah,"Ngaliyan, Semarang",2,1,1,120,36," 365,000,000 "
Rumah,"Gunung Pati, Semarang",2,1,1,120,36," 365,000,000 "
Rumah,"Mijen, Semarang",2,1,1,120,36," 365,000,000 "
Rumah,"Gunung Pati, Semarang",2,1,1,94,38," 365,000,000 "
Rumah,"Semarang Tengah, Semarang",7,7,1,95,38," 365,000,000 "
Rumah,"Banyumanik, Semarang",2,1,1,60,40," 365,000,000 "
Rumah,"Pedurungan, Semarang",2,1,1,74,45," 365,000,000 "
Rumah,"Pedurungan, Semarang",2,1,1,75,45," 365,000,000 "
Rumah,"Semarang Timur, Semarang",2,1,1,75,45," 365,000,000 "
Rumah,"Semarang Timur, Semarang",2,1,1,75,50," 365,000,000 "
Rumah,"Banyumanik, Semarang",2,1,1,36,60," 365,000,000 "
Rumah,"Tembalang, Semarang",2,1,1,36,60," 365,000,000 "
Rumah,"Banyumanik, Semarang",2,1,1,42,60," 365,000,000 "
Rumah,"Semarang Timur, Semarang",2,1,1,72,60," 365,000,000 "
Rumah,"Genuk, Semarang",2,1,1,78,78," 365,000,000 "
Rumah,"Semarang Barat, Semarang",2,2,1,60,60," 367,000,000 "
Rumah,"Banyumanik, Semarang",2,1,1,99,36," 369,000,000 "
Rumah,"Ngaliyan, Semarang",2,1,2,120,36," 370,000,000 "
Rumah,"Gunung Pati, Semarang",2,1,1,120,45," 370,000,000 "
Rumah,"Tembalang, Semarang",2,1,1,120,50," 370,000,000 "
Rumah,"Pedurungan, Semarang",2,1,1,78,60," 370,000,000 "
Rumah,"Pedurungan, Semarang",2,1,1,90,60," 370,000,000 "
Rumah,"Pedurungan, Semarang",4,3,1,118,90," 370,000,000 "
Rumah,"Mijen, Semarang",2,2,1,99,99," 370,000,000 "
Rumah,"Pedurungan, Semarang",5,1,1,125,125," 370,000,000 "
Rumah,"Candisari, Semarang",2,1,1,60,36," 375,000,000 "
Rumah,"Pedurungan, Semarang",2,1,1,60,36," 375,000,000 "
Rumah,"Banyumanik, Semarang",2,1,1,63,36," 375,000,000 "
Rumah,"Tembalang, Semarang",2,1,1,72,40," 375,000,000 "
Rumah,"Gunung Pati, Semarang",2,1,1,88,40," 375,000,000 "
Rumah,"Ngaliyan, Semarang",2,1,1,120,40," 375,000,000 "
Rumah,"Pedurungan, Semarang",2,1,1,57,45," 375,000,000 "
Rumah,"Pedurungan, Semarang",2,1,1,71,45," 375,000,000 "
Rumah,"Tembalang, Semarang",2,1,1,72,45," 375,000,000 "
Rumah,"Banyumanik, Semarang",2,2,1,72,45," 375,000,000 "
Rumah,"Gunung Pati, Semarang",2,1,1,120,45," 375,000,000 "
Rumah,"Gunung Pati, Semarang",2,1,1,120,49," 375,000,000 "
Rumah,"Genuk, Semarang",2,1,1,65,50," 375,000,000 "
Rumah,"Gunung Pati, Semarang",3,3,1,69,50," 375,000,000 "
Rumah,"Banyumanik, Semarang",2,1,1,84,50," 375,000,000 "
Rumah,"Gunung Pati, Semarang",2,1,1,120,50," 375,000,000 "
Rumah,"Mijen, Semarang",2,1,1,126,54," 375,000,000 "
Rumah,"Pedurungan, Semarang",2,1,1,91,58," 375,000,000 "
Rumah,"Tembalang, Semarang",2,1,1,60,60," 375,000,000 "
Rumah,"Ngaliyan, Semarang",3,1,1,60,60," 375,000,000 "
Rumah,"Pedurungan, Semarang",2,1,1,75,60," 375,000,000 "
Rumah,"Pedurungan, Semarang",2,1,1,83,60," 375,000,000 "
Rumah,"Tembalang, Semarang",2,1,1,84,60," 375,000,000 "
Rumah,"Banyumanik, Semarang",2,1,1,86,65," 375,000,000 "
Rumah,"Pedurungan, Semarang",3,2,1,116,65," 375,000,000 "
Rumah,"Pedurungan, Semarang",2,1,1,70,70," 375,000,000 "
Rumah,"Pedurungan, Semarang",3,1,1,72,72," 375,000,000 "
Rumah,"Mijen, Semarang",3,1,1,91,72," 375,000,000 "
Rumah,"Mijen, Semarang",3,1,1,121,72," 375,000,000 "
Rumah,"Semarang Timur, Semarang",3,1,1,77,77," 375,000,000 "
Rumah,"Mijen, Semarang",2,1,1,80,80," 375,000,000 "
Rumah,"Tembalang, Semarang",2,1,1,84,84," 375,000,000 "
Rumah,"Ngaliyan, Semarang",5,2,1,65,90," 375,000,000 "
Rumah,"Semarang Timur, Semarang",2,2,1,108,100," 375,000,000 "
Rumah,"Banyumanik, Semarang",3,1,1,120,100," 375,000,000 "
Rumah,"Tembalang, Semarang",2,1,1,90,45," 377,000,000 "
Rumah,"Tembalang, Semarang",2,1,2,60,36," 380,000,000 "
Rumah,"Pedurungan, Semarang",2,1,1,79,36," 380,000,000 "
Rumah,"Semarang Timur, Semarang",2,1,1,105,36," 380,000,000 "
Rumah,"Mijen, Semarang",2,1,1,120,36," 380,000,000 "
Rumah,"Pedurungan, Semarang",2,1,1,84,40," 380,000,000 "
Rumah,"Gunung Pati, Semarang",2,1,1,179,40," 380,000,000 "
Rumah,"Banyumanik, Semarang",2,1,1,68,43," 380,000,000 "
Rumah,"Banyumanik, Semarang",2,1,1,69,43," 380,000,000 "
Rumah,"Banyumanik, Semarang",2,1,1,80,45," 380,000,000 "
Rumah,"Gunung Pati, Semarang",2,1,1,120,45," 380,000,000 "
Rumah,"Pedurungan, Semarang",2,1,1,65,50," 380,000,000 "
Rumah,"Tembalang, Semarang",2,1,1,114,50," 380,000,000 "
Rumah,"Pedurungan, Semarang",2,1,1,78,60," 380,000,000 "
Rumah,"Ngaliyan, Semarang",3,2,1,141,60," 380,000,000 "
Rumah,"Pedurungan, Semarang",3,1,1,65,65," 380,000,000 "
Rumah,"Tembalang, Semarang",2,1,1,80,65," 380,000,000 "
Rumah,"Mijen, Semarang",2,1,1,100,70," 380,000,000 "
Rumah,"Gunung Pati, Semarang",2,1,1,130,70," 380,000,000 "
Rumah,"Tembalang, Semarang",2,1,1,75,75," 380,000,000 "
Rumah,"Mijen, Semarang",6,2,1,86,80," 380,000,000 "
Rumah,"Pedurungan, Semarang",2,1,1,90,86," 380,000,000 "
Rumah,"Semarang Timur, Semarang",8,5,1,400,600," 380,000,000 "
Rumah,"Gunung Pati, Semarang",2,1,1,120,36," 384,000,000 "
Rumah,"Banyumanik, Semarang",2,1,1,60,36," 385,000,000 "
Rumah,"Tembalang, Semarang",2,1,1,66,36," 385,000,000 "
Rumah,"Pedurungan, Semarang",2,1,1,82,36," 385,000,000 "
Rumah,"Mijen, Semarang",2,1,1,120,36," 385,000,000 "
Rumah,"Gunung Pati, Semarang",2,1,1,120,36," 385,000,000 "
Rumah,"Gunung Pati, Semarang",2,1,2,120,38," 385,000,000 "
Rumah,"Tembalang, Semarang",2,1,2,84,40," 385,000,000 "
Rumah,"Tembalang, Semarang",2,1,1,82,45," 385,000,000 "
Rumah,"Pedurungan, Semarang",2,1,1,83,45," 385,000,000 "
Rumah,"Banyumanik, Semarang",2,1,1,85,45," 385,000,000 "
Rumah,"Banyumanik, Semarang",3,2,1,86,45," 385,000,000 "
Rumah,"Gunung Pati, Semarang",2,1,1,130,52," 385,000,000 "
Rumah,"Pedurungan, Semarang",2,1,1,56,56," 385,000,000 "
Rumah,"Banyumanik, Semarang",2,1,1,72,60," 385,000,000 "
Rumah,"Semarang Utara, Semarang",3,1,1,68,68," 385,000,000 "
Rumah,"Mijen, Semarang",2,1,1,72,72," 385,000,000 "
Rumah,"Banyumanik, Semarang",2,1,1,72,72," 385,000,000 "
Rumah,"Pedurungan, Semarang",2,1,1,82,75," 385,000,000 "
Rumah,"Tembalang, Semarang",2,1,1,86,86," 385,000,000 "
Rumah,"Tembalang, Semarang",3,2,1,86,86," 385,000,000 "
Rumah,"Pedurungan, Semarang",3,2,1,65,93," 385,000,000 "
Rumah,"Gunung Pati, Semarang",2,1,1,52,130," 385,000,000 "
Rumah,"Semarang Timur, Semarang",2,1,1,65,36," 390,000,000 "
Rumah,"Banyumanik, Semarang",2,1,1,68,43," 390,000,000 "
Rumah,"Banyumanik, Semarang",2,1,1,73,45," 390,000,000 "
Rumah,"Pedurungan, Semarang",2,1,1,84,45," 390,000,000 "
Rumah,"Mijen, Semarang",2,1,1,72,54," 390,000,000 "
Rumah,"Mijen, Semarang",3,2,1,95,60," 390,000,000 "
Rumah,"Pedurungan, Semarang",2,1,1,65,65," 390,000,000 "
Rumah,"Tembalang, Semarang",2,1,1,72,65," 390,000,000 "
Rumah,"Semarang Timur, Semarang",4,2,1,67,67," 390,000,000 "
Rumah,"Tembalang, Semarang",3,1,1,90,90," 390,000,000 "
Rumah,"Gayamsari, Semarang",2,1,1,96,96," 390,000,000 "
Rumah,"Pedurungan, Semarang",2,1,1,78,105," 390,000,000 "
Rumah,"Gunung Pati, Semarang",3,1,1,130,130," 390,000,000 "
Rumah,"Pedurungan, Semarang",2,1,1,61,36," 395,000,000 "
Rumah,"Mijen, Semarang",2,1,1,120,44," 395,000,000 "
Rumah,"Pedurungan, Semarang",2,1,1,72,45," 395,000,000 "
Rumah,"Tembalang, Semarang",2,1,1,106,45," 395,000,000 "
Rumah,"Gunung Pati, Semarang",2,1,1,120,45," 395,000,000 "
Rumah,"Gunung Pati, Semarang",3,1,1,120,45," 395,000,000 "
Rumah,"Mijen, Semarang",2,1,1,138,45," 395,000,000 "
Rumah,"Mijen, Semarang",3,2,1,125,50," 395,000,000 "
Rumah,"Banyumanik, Semarang",2,1,1,90,54," 395,000,000 "
Rumah,"Genuk, Semarang",2,1,1,85,60," 395,000,000 "
Rumah,"Gunung Pati, Semarang",4,2,1,91,60," 395,000,000 "
Rumah,"Pedurungan, Semarang",3,1,1,65,65," 395,000,000 "
Rumah,"Pedurungan, Semarang",3,1,1,96,72," 395,000,000 "
Rumah,"Pedurungan, Semarang",2,1,1,90,90," 395,000,000 "
Rumah,"Banyumanik, Semarang",2,1,1,105,105," 395,000,000 "
Rumah,"Tembalang, Semarang",2,1,1,50,39," 396,000,000 "
Rumah,"Pedurungan, Semarang",2,1,1,72,45," 396,000,000 "
Rumah,"Semarang Timur, Semarang",2,1,1,72,45," 396,000,000 "
Rumah,"Banyumanik, Semarang",2,1,1,64,36," 399,000,000 "
Rumah,"Gunung Pati, Semarang",2,1,1,120,37," 399,000,000 "
Rumah,"Pedurungan, Semarang",2,1,1,66,45," 399,000,000 "
Rumah,"Pedurungan, Semarang",2,1,1,66,48," 399,000,000 "
Rumah,"Semarang Timur, Semarang",2,1,1,64,55," 399,000,000 "
Rumah,"Pedurungan, Semarang",2,1,1,48,66," 399,000,000 "
Rumah,"Tembalang, Semarang",2,2,1,90,90," 399,000,000 "
Rumah,"Ngaliyan, Semarang",2,1,1,78,29," 400,000,000 "
Rumah,"Tembalang, Semarang",2,1,2,60,30," 400,000,000 "
Rumah,"Tembalang, Semarang",2,1,1,65,30," 400,000,000 "
Rumah Premier,"Tembalang, Semarang",3,3,2,68,30," 400,000,000 "
Rumah Premier,"Tembalang, Semarang",2,1,2,61,31," 400,000,000 "
Rumah,"Tembalang, Semarang",2,1,1,50,36," 400,000,000 "
Rumah,"Tembalang, Semarang",2,1,1,72,36," 400,000,000 "
Rumah,"Banyumanik, Semarang",2,1,1,72,36," 400,000,000 "
Rumah,"Gunung Pati, Semarang",2,1,2,121,40," 400,000,000 "
Rumah,"Semarang Barat, Semarang",2,1,1,65,45," 400,000,000 "
Rumah,"Genuk, Semarang",2,1,1,70,45," 400,000,000 "
Rumah,"Banyumanik, Semarang",2,1,1,71,45," 400,000,000 "
Rumah,"Banyumanik, Semarang",2,1,1,73,45," 400,000,000 "
Rumah,"Banyumanik, Semarang",2,1,1,74,45," 400,000,000 "
Rumah,"Genuk, Semarang",2,1,1,91,45," 400,000,000 "
Rumah,"Mijen, Semarang",2,1,1,120,45," 400,000,000 "
Rumah,"Semarang Barat, Semarang",2,1,1,120,45," 400,000,000 "
Rumah,"Ngaliyan, Semarang",2,1,1,120,45," 400,000,000 "
Rumah,"Ngaliyan, Semarang",2,1,2,120,45," 400,000,000 "
Rumah,"Semarang Barat, Semarang",2,1,2,120,45," 400,000,000 "
Rumah,"Gunung Pati, Semarang",2,1,1,120,45," 400,000,000 "
Rumah,"Gunung Pati, Semarang",2,1,2,121,45," 400,000,000 "
Rumah,"Gunung Pati, Semarang",2,1,1,121,45," 400,000,000 "
Rumah,"Tembalang, Semarang",3,1,2,85,46," 400,000,000 "
Rumah,"Semarang Barat, Semarang",2,1,1,65,50," 400,000,000 "
Rumah,"Tembalang, Semarang",2,1,1,69,50," 400,000,000 "
Rumah,"Tembalang, Semarang",2,1,1,77,50," 400,000,000 "
Rumah,"Mijen, Semarang",2,1,1,123,55," 400,000,000 "
Rumah,"Ngaliyan, Semarang",2,1,1,127,55," 400,000,000 "
Rumah,"Semarang Barat, Semarang",2,1,1,127,55," 400,000,000 "
